scenario,subset,ground_truth_length_mm,ground_truth_width_mm,ground_truth_height_mm,measured_length_mm,measured_width_mm,measured_height_mm,abs_error_length_mm,abs_error_width_mm,abs_error_height_mm,relative_error_length_percent,relative_error_width_percent,relative_error_height_percent,passed,expected_reject,false_ok,status,evidence_type
mc_0000_box,yaw_only,337.923458716539,287.60373568357153,167.0145604965911,338.84342201033525,288.0364618969619,167.70417630415517,0.9199632937962292,0.4327262133903673,0.6896158075640813,0.2722401390215184,0.15045917688164628,0.4129075965075254,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0011_composite,noisy_incomplete,292.7599749682602,39.64557599555954,39.51198460620867,291.6864299735661,40.80812197031617,38.739773722887136,1.0735449946941458,1.1625459747566325,0.7722108833215344,0.3666980074071037,2.932347293647196,1.9543712901735488,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0012_box,yaw_only,192.16729496439024,127.19489549173903,86.5273656211757,193.1934468551494,128.12132804994152,87.46848456389368,1.0261518907591665,0.9264325582024924,0.9411189427179778,0.5339888303830881,0.7283567116595978,1.0876546812233692,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0013_cylinder,tilted_irregular,202.90122306642235,202.90122306642235,145.32150550892004,208.71697714833195,203.33137156550342,146.01538847305352,5.815754081909603,0.43014849908107067,0.6938829641334792,2.866298188851104,0.21199896805957447,0.47748126590313067,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0014_box,small_object,35.368392571426945,25.41477790054446,18.017717590008125,35.82105745925388,25.45870468348481,18.271828120408475,0.45266488782693415,0.043926782940349796,0.25411053040035014,1.2798571122868287,0.1728395310486217,1.4103369593342348,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0015_cylinder,noisy_incomplete,142.41760507072834,142.41760507072834,107.34224854470345,141.97945877478318,141.79976680551846,108.50293327112514,0.43814629594515964,0.6178382652098833,1.1606847264216924,0.30764897059430585,0.4338215524008064,1.0812934721954486,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0016_box,yaw_only,206.47529648724037,184.04251340772302,78.75004438760855,207.16923477054954,184.6915065270998,79.38024118601513,0.6939382833091656,0.6489931193767688,0.6301967984065726,0.3360878008726091,0.3526321757728913,0.8002494516761632,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0017_cylinder,tilted_irregular,120.25166957624411,120.25166957624411,83.94844965496593,121.33517041964674,120.7004851583314,84.55349046430216,1.083500843402632,0.4488155820872919,0.6050408093362307,0.9010276923561976,0.37323022929234745,0.7207289852558222,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0018_box,small_object,25.28961853813483,23.729569760766683,10.318942102825783,25.635002177424894,25.003100009280217,10.855348803692841,0.34538363929006266,1.2735302485135342,0.5364067008670581,1.3657131236252151,5.366849299641021,5.1982722213371675,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0019_cylinder,noisy_incomplete,288.62474929453373,288.62474929453373,159.27034969980608,289.25823037354485,288.5608499639805,162.15659446094966,0.6334810790111192,0.06389933055322672,2.886244761143587,0.2194825913437759,0.022139241596367463,1.8121670270603425,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0020_box,yaw_only,353.6144631415558,261.55119676272443,246.97461304967638,354.46664587765315,262.3087075133602,247.86334388923171,0.8521827360973475,0.7575107506357881,0.8887308395553362,0.24099204781570524,0.28962236075065306,0.359847042002077,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0021_box,tilted_irregular,246.8980646106134,189.11024055709035,104.32187649863175,247.75893752694466,190.42875753405502,105.61184851400316,0.8608729163312603,1.3185169769646734,1.2899720153714043,0.3486754412955629,0.6972213525193138,1.2365306862442444,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0022_box,small_object,38.78212844889873,37.65952503496994,15.528665864209994,39.37167196872749,37.89438425850929,15.762881969143445,0.5895435198287586,0.2348592235393525,0.23421610493345035,1.5201422495559278,0.6236383048412495,1.5082822116307149,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0023_l_prism,noisy_incomplete,396.26044171578366,275.70036156666737,169.81842350911796,0.0,0.0,0.0,396.26044171578366,275.70036156666737,169.81842350911796,100.0,100.0,100.0,False,True,False,insufficient_depth_data,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0024_box,yaw_only,355.67414523196425,293.3310748101979,108.54671247100916,356.7687635844306,294.0872855744767,109.3714206571259,1.094618352466341,0.7562107642788192,0.8247081861167374,0.30775876378432027,0.25780110912835646,0.7597726060446113,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0025_box,tilted_irregular,191.92740620283325,164.82827952373813,145.0830400176135,196.32137534885706,166.90651244395116,145.9118973564504,4.393969146023807,2.0782329202130256,0.8288573388368832,2.28939119897247,1.260847304975797,0.5712985740692071,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0026_box,small_object,28.04980710749743,24.476961467758926,23.349965101308285,28.989844418022358,25.500310292520425,24.089496310912065,0.9400373105249287,1.0233488247614986,0.7395312096037792,3.3513147057388006,4.180865448145819,3.1671619481878523,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0027_l_prism,noisy_incomplete,230.96524431117842,141.0186258661517,115.63952593697438,232.5130222020714,141.09862148785322,117.32110726287469,1.5477778908929736,0.07999562170152785,1.6815813259003107,0.6701345457880492,0.05672698993497211,1.454157920724098,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0028_box,yaw_only,280.0288908011596,199.98895381534214,124.96700711420424,281.27191160584493,200.50194949896576,125.89412360273387,1.2430208046853295,0.5129956836236147,0.9271164885296344,0.4438902004464827,0.25651200920691064,0.7418890072980349,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0029_l_prism,tilted_irregular,278.07815201265106,156.4666340588443,126.73610740633478,278.34252945965187,167.12816248681878,127.05362763095927,0.2643774470008111,10.661528427974474,0.3175202246244879,0.09507307391369005,6.8139309649652615,0.25053651332881083,False,False,False,low_confidence,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0030_box,small_object,32.52535140707682,20.19027138860286,12.326431228222178,33.103396734446164,20.570474577615414,13.04098700085584,0.5780453273693453,0.3802031890125548,0.7145557726336609,1.777214702878122,1.8831009335871258,5.796939595928124,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0031_composite,noisy_incomplete,306.3970105590589,267.8127387378143,105.42884336953189,288.3201154570172,259.28739344793706,106.56097040500835,18.076895102041703,8.525345289877237,1.1321270354764579,5.899827504536742,3.1833232915120795,1.0738304616586867,False,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0032_box,yaw_only,293.86332029349296,275.08162674169,268.3793097737059,294.90586733361,275.87541738538397,269.2791301489993,1.0425470401170287,0.793790643693967,0.8998203752933591,0.3547727695568796,0.28856548984980396,0.3352793388030085,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0033_l_prism,tilted_irregular,328.3243897569037,269.68303974548354,251.35342008993143,346.9519465435402,281.69279977211585,252.17992404325148,18.62755678663649,12.009760026632307,0.8265039533200422,5.673522092107934,4.4532871025062075,0.3288214471178981,False,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0034_box,small_object,27.091389609744148,25.04967529744274,21.443051128693863,28.149875229253354,25.520421881914388,21.80830450671321,1.0584856195092058,0.4707465844716481,0.36525337801934654,3.9070923815901013,1.8792522413242836,1.703364767575382,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0035_box,noisy_incomplete,236.55731943613202,221.2334580948713,135.01469919591818,238.06670461905173,223.1399623013376,136.55542519348037,1.509385182919715,1.9065042064662805,1.5407259975621912,0.6380631918376269,0.8617612466414173,1.1411542644897223,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0036_box,yaw_only,389.0077423058092,231.77864822028963,206.7991752598199,389.64908667588065,232.44519317809215,207.4596533107396,0.6413443700714652,0.6665449578025289,0.6604780509197212,0.1648667366541223,0.28757824023937867,0.31938137571869174,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0037_cylinder,tilted_irregular,133.73130950345467,133.73130950345467,101.80957114269734,137.11900539387898,134.90493136464406,102.7212388948471,3.387695890424311,1.173621861189389,0.9116677521497678,2.5332107365155183,0.8775969259158948,0.8954636994511694,False,False,False,low_confidence,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0038_box,small_object,20.00680085982827,18.960681930333863,13.031143995471282,21.12888803387989,19.64507808559749,13.546022601428794,1.122087174051618,0.6843961552636273,0.5148786059575112,5.608528729371526,3.609554539115547,3.9511389494003533,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0039_box,noisy_incomplete,316.2120218796734,205.44273626496627,80.27612664418713,317.24019477902954,206.9294870673735,82.27835743535043,1.02817289935615,1.4867508024072151,2.0022307911632993,0.3251530075435891,0.7236813670986662,2.494179620845325,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0040_box,yaw_only,96.1724308237146,65.88977948804619,59.48679404082813,96.23905594732014,66.0738398282858,59.94597940968856,0.06662512360553308,0.18406034023961126,0.4591853688604317,0.06927673870244358,0.2793458130680248,0.7719114406220559,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0041_composite,tilted_irregular,392.5561101969861,291.1469611402739,249.2645445610872,400.16304514711004,292.9398136387005,250.6323223281016,7.606934950123957,1.7928524984266119,1.3677777670143882,1.9377955794158368,0.6157895282179572,0.5487253590047529,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0042_box,small_object,24.37185696356891,20.37421850631116,12.221753122520695,25.80989666618015,21.169096043829256,12.987046932089918,1.438039702611242,0.7948775375180972,0.7652938095692221,5.900410890974889,3.901389087742798,6.261735136500473,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0043_composite,noisy_incomplete,234.75121901584453,191.198873701062,156.5586633761627,0.0,0.0,0.0,234.75121901584453,191.198873701062,156.5586633761627,100.00000000000001,100.0,100.0,False,True,False,insufficient_depth_data,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0044_box,yaw_only,356.5391356194791,274.1715986322575,37.02024606474854,357.46090465432565,274.7429031577644,37.57142928082877,0.9217690348465339,0.5713045255068891,0.5511832160802257,0.2585323580944291,0.20837480189666613,1.488869671790415,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0045_cylinder,tilted_irregular,180.56473267576914,180.56473267576914,176.07630384319384,190.19794001233993,180.53405638400108,176.05170915080782,9.633207336570791,0.030676291768060082,0.024594692386017414,5.335043667618443,0.01698908270373259,0.013968201199816423,False,False,False,low_confidence,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0046_box,small_object,16.748045230889787,14.751844174044994,11.462716257302993,17.655979081977932,15.10456525962043,12.17178869256102,0.9079338510881456,0.35272108557543547,0.709072435258026,5.42113326403949,2.391030446186705,6.185902358058195,False,False,False,low_confidence,MONTE CARLO SYNTHETIC | small_object
mc_0047_cylinder,noisy_incomplete,114.78722514995222,114.78722514995222,102.38086264013234,114.45469342451595,113.60889742805338,103.36591771289514,0.33253172543626874,1.1783277218988388,0.9850550727628047,0.28969401865222033,1.0265321078713516,0.9621476586159105,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0048_box,yaw_only,367.74721931916986,168.6210721312283,106.46244410677335,368.6260523276718,169.4025766848549,107.43077995316742,0.8788330085019425,0.7815045536266041,0.9683358463940692,0.23897747211494164,0.4634679069164043,0.9095562801685311,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0049_cylinder,tilted_irregular,193.49472504071707,193.49472504071707,29.213574086131054,193.5811038416126,193.0467456034516,30.80376319717785,0.08637880089551686,0.44797943726547373,1.5901891110467972,0.044641424140808066,0.23152023248758097,5.443322704570163,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0050_box,small_object,36.2555705258498,34.308392055971204,18.160228170048377,37.417091322804225,34.86107716184817,18.790556737620673,1.1615207969544272,0.552685105876968,0.6303285675722954,3.203702989934406,1.6109326982602667,3.470928678153366,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0051_box,noisy_incomplete,256.72812305240166,91.08374720407839,28.825856734609236,258.31551792722684,92.19172856029229,30.437510557436017,1.5873948748251792,1.107981356213898,1.6116538228267814,0.6183174854206255,1.2164424392108089,5.591000599443689,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0052_box,yaw_only,356.0086807431554,202.1367063878942,63.595795008353946,357.0622606781387,203.05048500400716,64.45106743749908,1.0535799349833042,0.9137786161129497,0.8552724291451312,0.29594220365188667,0.45205971366696573,1.3448568872089461,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0053_l_prism,tilted_irregular,319.82490270300053,129.63396605647864,66.49453025835818,324.3925179726458,135.28434766708833,67.75047896692381,4.567615269645273,5.650381610609685,1.2559487085656258,1.428161231674603,4.358720004098261,1.8888000316503573,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0054_box,small_object,32.171987121106056,28.8633698720781,20.194326682379867,32.432477012199314,28.72998405733677,20.368244319144562,0.2604898910932576,0.13338581474132738,0.17391763676469552,0.809679209781749,0.4621283492970182,0.8612202798345522,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0055_composite,noisy_incomplete,281.2259771988946,126.68133165260988,120.73350161684566,281.7399490376975,127.26648399278993,122.2923961825041,0.5139718388028882,0.5851523401800449,1.5588945656584485,0.18276115312042676,0.46190889576742905,1.2911864103848203,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0056_box,yaw_only,236.97050237563576,184.24598574055895,165.45994160546587,237.4126996178813,184.37521610347864,165.8349293310732,0.4421972422455269,0.12923036291968515,0.3749877256073262,0.1866043401235544,0.07014012403052158,0.22663354161061705,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0057_composite,tilted_irregular,197.0008658692455,151.41934355089302,132.6653602274857,187.66529770899086,151.12812903751853,133.04745944543905,9.335568160254638,0.29121451337448434,0.3820992179533391,4.7388462578894925,0.1923231910436894,0.28801732215413345,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0058_box,small_object,33.357281514163674,29.011409369052092,28.2767612249912,33.69556877817824,29.34240198168183,28.613966477445018,0.33828726401456777,0.3309926126297391,0.33720525245381694,1.0141331926911648,1.140904974381649,1.1925172397600916,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0059_cylinder,noisy_incomplete,239.11427501905098,239.11427501905098,63.777397721287876,238.98527067453344,238.63629500175517,64.96495723193779,0.12900434451753995,0.4779800172958062,1.187559510649912,0.053950917195245564,0.19989606110205008,1.8620382033140301,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0060_box,yaw_only,264.7456472156661,229.48953255915376,111.05818543845021,265.5189963462309,229.83149815361685,111.80536199255008,0.7733491305647817,0.3419655944630904,0.747176554099866,0.29211023436951883,0.14901141269915852,0.6727793643935956,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0061_composite,tilted_irregular,278.23328305408273,275.81844426349414,257.4467474844923,284.5065738699172,257.94999517091634,257.41188220648974,6.273290815834457,17.868449092577805,0.0348652780025418,2.2546874144510816,6.4783372773677765,0.013542714500458766,False,False,False,low_confidence,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0062_box,small_object,28.77569550779444,20.494944055451924,13.98083262705713,0.0,0.0,0.0,28.77569550779444,20.494944055451924,13.98083262705713,100.0,100.0,100.0,False,False,False,object_overlap,MONTE CARLO SYNTHETIC | small_object
mc_0063_box,noisy_incomplete,216.68985903355383,215.55275792207505,46.983967378718276,0.0,0.0,0.0,216.68985903355383,215.55275792207505,46.983967378718276,100.0,100.0,100.00000000000001,False,True,False,insufficient_depth_data,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0064_box,yaw_only,214.35666067798547,194.74543744507454,186.30671970298835,214.84506962717512,194.89534826633778,186.66737546762533,0.4884089491896475,0.14991082126323363,0.3606557646369879,0.22784873940696135,0.07697783487508612,0.19358172652706687,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0065_cylinder,tilted_irregular,64.86199144164816,64.86199144164816,51.392535147364605,65.5444984016152,65.47345065146328,52.195016836018816,0.6825069599670428,0.6114592098151235,0.8024816886542112,1.0522448429309283,0.942708042452275,1.5614751954795565,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0066_box,small_object,27.944101564296968,27.65962633221829,24.985440550103657,28.84337464495482,27.597137905034693,25.438365679885823,0.8992730806578528,0.062488427183598816,0.4529251297821659,3.2181141289824726,0.22591927466066844,1.8127562284679701,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0067_l_prism,noisy_incomplete,253.6838499726566,180.8897340616117,128.2727203415587,254.85730065463034,182.8148681400937,130.43948141084906,1.1734506819737476,1.9251340784819888,2.166761069290345,0.4625642042645712,1.0642583386331261,1.6891830652073125,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0068_box,yaw_only,292.40567438377843,216.71898374938596,170.21733239964814,293.053670294664,217.1909558342266,170.90758687752353,0.6479959108855837,0.4719720848406439,0.690254477875385,0.2216085280325641,0.21778068384928978,0.405513626693877,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0069_composite,tilted_irregular,220.30991995226972,177.27721878905177,100.52316080746473,215.22314425174443,174.79753288250052,102.13902503763138,5.086775700525294,2.4796859065512535,1.6158642301666504,2.3089181375161623,1.3987617379658446,1.60745465740136,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0070_box,small_object,31.79993759415173,25.227731073301342,20.104684476224357,32.224688493361,25.60248101311269,20.462765544413433,0.4247508992092719,0.3747499398113483,0.35808106818907603,1.3356972728380043,1.4854682679250073,1.7810827551784756,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0071_box,noisy_incomplete,192.80873641304836,143.03618333531804,58.821429094778246,194.59669863218187,145.49319974390693,60.87032997504672,1.7879622191335045,2.457016408588885,2.0489008802684765,0.9273242760655859,1.7177586477044973,3.4832558674613425,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0072_box,yaw_only,289.39827133025034,206.02992164353685,155.21326929688396,290.29653367305787,207.2498102130416,156.22732021753345,0.8982623428075271,1.2198885695047466,1.0140509206494812,0.3103896711886244,0.5920929153268036,0.6533274669383174,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0073_box,tilted_irregular,396.9516572144043,227.59242161785792,195.2919361434979,415.0726939456355,243.80735275411172,197.19948510417726,18.121036731231186,16.214931136253796,1.9075489606793496,4.565048766490859,7.124547918155065,0.9767679087772002,False,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0074_box,small_object,26.615802693378146,26.013532430504203,19.302942552480978,27.398678728539664,26.487021904274997,19.867113558864087,0.782876035161518,0.473489473770794,0.5641710063831091,2.9413955467752735,1.8201660041200973,2.922720226976985,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0075_box,noisy_incomplete,246.48654273178622,224.70270787027098,163.07075926354125,249.6610098797589,226.9170099106583,166.27974838825628,3.1744671479726776,2.2143020403873095,3.208989124715032,1.2878865972926428,0.9854362955277363,1.967850728853806,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0076_box,yaw_only,235.77535710928615,195.34524225902788,190.61728910274198,236.9921707666962,195.89192427372862,191.32069440076702,1.2168136574100572,0.5466820147007354,0.7034052980250465,0.5160902616493724,0.27985427665334933,0.3690144274614638,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0077_composite,tilted_irregular,220.6529021612479,119.38274279390127,52.943393800456356,218.71889864921508,123.57554962007569,53.964631088243344,1.934003512032831,4.192806826174419,1.0212372877869882,0.876491309694856,3.51207111518015,1.9289229769365208,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0078_box,small_object,37.77746227283195,27.119816644417234,26.877447711671632,37.82546592500694,27.442510134139997,27.356430398305378,0.04800365217499092,0.3226934897227629,0.47898268663374566,0.12706955228571096,1.189880794379158,1.7820988502034947,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0079_composite,noisy_incomplete,244.06498820095973,112.96741676795979,107.5282065661431,244.09596433724823,113.14434677385384,108.65741075293039,0.030976136288501266,0.17693000589405017,1.129204186787291,0.012691757435931754,0.15662038750294915,1.050146954783154,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0080_box,yaw_only,254.00127668691127,240.27046986139098,165.19379959741514,254.63554649312943,240.85256491023085,166.02670318486224,0.6342698062181569,0.5820950488398751,0.832903587447106,0.24971126700279334,0.2422665794825633,0.5041978509344359,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0081_composite,tilted_irregular,255.9075709364586,253.28152642403523,151.4053802573109,252.2306598168851,236.64915583834295,151.24323994742565,3.6769111195735036,16.632370585692286,0.16214030988524541,1.43681216859601,6.566752348865326,0.10709019032856738,False,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0082_box,small_object,37.41840102038045,24.18757892312471,13.635094787864897,37.724697513447396,24.61821254873823,13.94337597900447,0.3062964930669452,0.43063362561352037,0.30828119113957264,0.8185718382250394,1.780391609189996,2.260939112898136,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0083_composite,noisy_incomplete,229.48049706130598,108.48094081503689,76.99851344666176,0.0,0.0,0.0,229.48049706130598,108.48094081503689,76.99851344666176,100.0,100.0,100.0,False,True,False,insufficient_depth_data,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0084_box,yaw_only,238.75397439623316,238.6225633145883,202.7115346470982,239.252263175378,239.1589392553406,203.16228455582498,0.4982887791448434,0.5363759407523219,0.45074990872677745,0.20870386782248468,0.22478005989952848,0.22236026652922875,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0085_box,tilted_irregular,283.35343296832974,229.09105362397483,156.89199905350688,289.6685915606093,231.8112870301084,159.1881924373357,6.315158592279545,2.720233406133559,2.2961933838288076,2.2287213979106393,1.1874027218009535,1.4635503388835702,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0086_box,small_object,22.236954411187263,16.09066646866343,10.069478766236347,22.830948860291812,16.49455877950423,10.597909744815649,0.5939944491045495,0.4038923108408028,0.5284309785793013,2.671204150176765,2.510103056497896,5.247848382690538,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
mc_0087_l_prism,noisy_incomplete,284.6724100432162,173.74553016945896,159.63355616081049,286.77092152081786,175.1358929386265,161.59310122721894,2.098511477601676,1.3903627691675524,1.9595450664084524,0.7371671449590427,0.8002293744256281,1.2275270397625297,True,False,False,ok,MONTE CARLO SYNTHETIC | noisy_incomplete
mc_0088_box,yaw_only,314.9020134390509,290.19710203943026,167.54945888087525,315.6316157758638,290.46824982376336,168.19228045502936,0.7296023368128886,0.2711477843330954,0.6428215741541123,0.23169186149205193,0.0934357312418142,0.38366078795345276,True,False,False,ok,MONTE CARLO SYNTHETIC | yaw_only
mc_0089_l_prism,tilted_irregular,306.1156958779053,149.66772046226302,44.3032234199847,311.42160657088976,150.3639539820937,46.00776229481737,5.305910692984469,0.6962335198306846,1.7045388748326715,1.7333023965882295,0.46518615883257997,3.8474375976529345,True,False,False,ok,MONTE CARLO SYNTHETIC | tilted_irregular
mc_0090_box,small_object,36.12848119089411,24.396156825875245,16.27009879230594,36.97282788922393,25.270115769714863,17.028124088626704,0.8443466983298222,0.873958943839618,0.7580252963207634,2.3370666867187126,3.58236319793072,4.659008565327398,True,False,False,ok,MONTE CARLO SYNTHETIC | small_object
